movieID,faqTitle,faqContent,faqUrl
TG92ZSBMaWVzIEJsZWVkaW5n,How long is Love Lies Bleeding?,1 hour and 44 minutes,
TG92ZSBMaWVzIEJsZWVkaW5n,When was Love Lies Bleeding released?,"January 20, 2024",
TG92ZSBMaWVzIEJsZWVkaW5n,What is the IMDb rating of Love Lies Bleeding?,7.2 out of 10,
TG92ZSBMaWVzIEJsZWVkaW5n,Who stars in Love Lies Bleeding?,"Anna Baryshnikov, Kristen Stewart, and Dave Franco",/name/nm3793318/?ref_=ttfaq
TG92ZSBMaWVzIEJsZWVkaW5n,Who wrote Love Lies Bleeding?,Rose Glass and Weronika Tofilska,/name/nm3819217/?ref_=ttfaq
TG92ZSBMaWVzIEJsZWVkaW5n,Who directed Love Lies Bleeding?,Rose Glass,/name/nm3819217/?ref_=ttfaq
TG92ZSBMaWVzIEJsZWVkaW5n,Who was the composer for Love Lies Bleeding?,Clint Mansell,/name/nm0543739/?ref_=ttfaq
TG92ZSBMaWVzIEJsZWVkaW5n,Who was the producer of Love Lies Bleeding?,Andrea Cornwell and Oliver Kassman,/name/nm1095938/?ref_=ttfaq
TG92ZSBMaWVzIEJsZWVkaW5n,Who was the executive producer of Love Lies Bleeding?,"Daniel Battsek, Ollie Madden, and Susan Kirr",/name/nm2325520/?ref_=ttfaq
TG92ZSBMaWVzIEJsZWVkaW5n,Who was the cinematographer for Love Lies Bleeding?,Ben Fordesman,/name/nm2777389/?ref_=ttfaq
TG92ZSBMaWVzIEJsZWVkaW5n,Who was the editor of Love Lies Bleeding?,Mark Towns,/name/nm1576700/?ref_=ttfaq
TG92ZSBMaWVzIEJsZWVkaW5n,What is the plot of Love Lies Bleeding?,"Gym manager Lou falls for Jackie, a bodybuilder who is passing through town en route to a competition in Las Vegas.",
TG92ZSBMaWVzIEJsZWVkaW5n,How much did Love Lies Bleeding earn at the worldwide box office?,"$277,000",
TG92ZSBMaWVzIEJsZWVkaW5n,How much did Love Lies Bleeding earn at the US box office?,$7.83 million,
TG92ZSBMaWVzIEJsZWVkaW5n,What is Love Lies Bleeding rated?,R,
TG92ZSBMaWVzIEJsZWVkaW5n,What genre is Love Lies Bleeding?,"Action, Adventure, Crime, Mystery, Romance, and Thriller",
TG92ZSBMaWVzIEJsZWVkaW5n,How many awards has Love Lies Bleeding been nominated for?,1 nomination,
TG92ZSBMaWVzIEJsZWVkaW5n,,,
TG92ZSBMaWVzIEJsZWVkaW5n,,,
QXJneWxsZQ==,How long is Argylle?,2 hours and 19 minutes,
QXJneWxsZQ==,When was Argylle released?,"February 2, 2024",
QXJneWxsZQ==,What is the IMDb rating of Argylle?,5.8 out of 10,
QXJneWxsZQ==,Who stars in Argylle?,"Henry Cavill, Bryce Dallas Howard, and Sam Rockwell",/name/nm0147147/?ref_=ttfaq
QXJneWxsZQ==,Who wrote Argylle?,Jason Fuchs,/name/nm0297229/?ref_=ttfaq
QXJneWxsZQ==,Who directed Argylle?,Matthew Vaughn,/name/nm0891216/?ref_=ttfaq
QXJneWxsZQ==,Who was the composer for Argylle?,Lorne Balfe,/name/nm1154632/?ref_=ttfaq
QXJneWxsZQ==,Who was the producer of Argylle?,"Matthew Vaughn, Jason Fuchs, Adam Bohling, and David Reid",/name/nm0891216/?ref_=ttfaq
QXJneWxsZQ==,Who was the executive producer of Argylle?,"Claudia Schiffer, Adam Fishbach, Carlos Peres, and Zygi Kamasa",/name/nm0000629/?ref_=ttfaq
QXJneWxsZQ==,Who was the cinematographer for Argylle?,George Richmond,/name/nm0725104/?ref_=ttfaq
QXJneWxsZQ==,Who was the editor of Argylle?,"Lee Smith, Col Goudie, and Tom Harrison-Read",/name/nm0809059/?ref_=ttfaq
QXJneWxsZQ==,What is the plot of Argylle?,"A reclusive author who writes espionage novels about a secret agent and a global spy syndicate realizes the plot of the new book she's writing starts to mirror real-world events, in real time.",
QXJneWxsZQ==,What was the budget for Argylle?,$200 million,
QXJneWxsZQ==,How much did Argylle earn at the worldwide box office?,$94.9 million,
QXJneWxsZQ==,How much did Argylle earn at the US box office?,$45.2 million,
QXJneWxsZQ==,What is Argylle rated?,PG-13,
QXJneWxsZQ==,What genre is Argylle?,Action and Thriller,
QXJneWxsZQ==,,,
QXJneWxsZQ==,,,
R29kemlsbGEgeCBLb25nOiBUaGUgTmV3IEVtcGlyZQ==,How long is Godzilla x Kong: The New Empire?,1 hour and 55 minutes,
R29kemlsbGEgeCBLb25nOiBUaGUgTmV3IEVtcGlyZQ==,When was Godzilla x Kong: The New Empire released?,"March 29, 2024",
R29kemlsbGEgeCBLb25nOiBUaGUgTmV3IEVtcGlyZQ==,Who stars in Godzilla x Kong: The New Empire?,"Rebecca Hall, Brian Tyree Henry, and Dan Stevens",/name/nm0356017/?ref_=ttfaq
R29kemlsbGEgeCBLb25nOiBUaGUgTmV3IEVtcGlyZQ==,Who wrote Godzilla x Kong: The New Empire?,"Adam Wingard, Terry Rossio, Simon Barrett, and Jeremy Slater",/name/nm1417392/?ref_=ttfaq
R29kemlsbGEgeCBLb25nOiBUaGUgTmV3IEVtcGlyZQ==,Who directed Godzilla x Kong: The New Empire?,Adam Wingard,/name/nm1417392/?ref_=ttfaq
R29kemlsbGEgeCBLb25nOiBUaGUgTmV3IEVtcGlyZQ==,Who was the composer for Godzilla x Kong: The New Empire?,Tom Holkenborg and Antonio Di Iorio,/name/nm0432725/?ref_=ttfaq
R29kemlsbGEgeCBLb25nOiBUaGUgTmV3IEVtcGlyZQ==,Who was the producer of Godzilla x Kong: The New Empire?,"Thomas Tull, Mary Parent, Alex Garcia, Brian Rogers, and Eric McLeod",/name/nm2100078/?ref_=ttfaq
R29kemlsbGEgeCBLb25nOiBUaGUgTmV3IEVtcGlyZQ==,Who was the executive producer of Godzilla x Kong: The New Empire?,"Adam Wingard, Dan Lin, Roy Lee, Yoshimitsu Banno, Jay Ashenfelter, Jennifer Conroy, and Kenji Okuhira",/name/nm1417392/?ref_=ttfaq
R29kemlsbGEgeCBLb25nOiBUaGUgTmV3IEVtcGlyZQ==,Who was the cinematographer for Godzilla x Kong: The New Empire?,Ben Seresin,/name/nm0785026/?ref_=ttfaq
R29kemlsbGEgeCBLb25nOiBUaGUgTmV3IEVtcGlyZQ==,Who was the editor of Godzilla x Kong: The New Empire?,Josh Schaeffer,/name/nm2317505/?ref_=ttfaq
R29kemlsbGEgeCBLb25nOiBUaGUgTmV3IEVtcGlyZQ==,What is the plot of Godzilla x Kong: The New Empire?,"Two ancient titans, Godzilla and Kong, clash in an epic battle as humans unravel their intertwined origins and connection to Skull Island's mysteries.",
R29kemlsbGEgeCBLb25nOiBUaGUgTmV3IEVtcGlyZQ==,What was the budget for Godzilla x Kong: The New Empire?,135 million,
R29kemlsbGEgeCBLb25nOiBUaGUgTmV3IEVtcGlyZQ==,How much did Godzilla x Kong: The New Empire earn at the US box office?,$174 million,
R29kemlsbGEgeCBLb25nOiBUaGUgTmV3IEVtcGlyZQ==,What is Godzilla x Kong: The New Empire rated?,PG-13,
R29kemlsbGEgeCBLb25nOiBUaGUgTmV3IEVtcGlyZQ==,What genre is Godzilla x Kong: The New Empire?,"Action, Adventure, Sci-Fi, and Thriller",
R29kemlsbGEgeCBLb25nOiBUaGUgTmV3IEVtcGlyZQ==,,,
R29kemlsbGEgeCBLb25nOiBUaGUgTmV3IEVtcGlyZQ==,,,
SW1tYWN1bGF0ZQ==,How long is Immaculate?,1 hour and 29 minutes,
SW1tYWN1bGF0ZQ==,When was Immaculate released?,"March 22, 2024",
SW1tYWN1bGF0ZQ==,What is the IMDb rating of Immaculate?,5.7 out of 10,
SW1tYWN1bGF0ZQ==,Who stars in Immaculate?,"Sydney Sweeney, Álvaro Morte, and Simona Tabasco",/name/nm2858875/?ref_=ttfaq
SW1tYWN1bGF0ZQ==,Who wrote Immaculate?,Andrew Lobel,/name/nm1664084/?ref_=ttfaq
SW1tYWN1bGF0ZQ==,Who directed Immaculate?,Michael Mohan,/name/nm2278537/?ref_=ttfaq
SW1tYWN1bGF0ZQ==,Who was the composer for Immaculate?,Will Bates,/name/nm2007213/?ref_=ttfaq
SW1tYWN1bGF0ZQ==,Who was the producer of Immaculate?,"Sydney Sweeney, Teddy Schwarzman, David Bernad, Jonathan Davino, and Michael Heimler",/name/nm2858875/?ref_=ttfaq
SW1tYWN1bGF0ZQ==,Who was the executive producer of Immaculate?,"Christopher Casanova, John Friedberg, and Will Greenfield",/name/nm1439782/?ref_=ttfaq
SW1tYWN1bGF0ZQ==,Who was the cinematographer for Immaculate?,Elisha Christian,/name/nm1202288/?ref_=ttfaq
SW1tYWN1bGF0ZQ==,Who was the editor of Immaculate?,Christian Masini,/name/nm1107398/?ref_=ttfaq
SW1tYWN1bGF0ZQ==,What is the plot of Immaculate?,"Cecilia, a woman of devout faith, is warmly welcomed to the picture-perfect Italian countryside where she is offered a new role at an illustrious convent. But it becomes clear to Cecilia that her new home harbors dark and horrifying secrets.",
SW1tYWN1bGF0ZQ==,What was the budget for Immaculate?,9 million,
SW1tYWN1bGF0ZQ==,How much did Immaculate earn at the US box office?,$15.6 million,
SW1tYWN1bGF0ZQ==,What is Immaculate rated?,R,
SW1tYWN1bGF0ZQ==,What genre is Immaculate?,Horror,
SW1tYWN1bGF0ZQ==,,,
SW1tYWN1bGF0ZQ==,,,
UG9vciBUaGluZ3M=,How long is Poor Things?,2 hours and 21 minutes,
UG9vciBUaGluZ3M=,When was Poor Things released?,"February 27, 2024",
UG9vciBUaGluZ3M=,What is the IMDb rating of Poor Things?,8 out of 10,
UG9vciBUaGluZ3M=,Who stars in Poor Things?,"Emma Stone, Mark Ruffalo, and Willem Dafoe",/name/nm1297015/?ref_=ttfaq
UG9vciBUaGluZ3M=,Who wrote Poor Things?,Alasdair Gray and Tony McNamara,/name/nm1206865/?ref_=ttfaq
UG9vciBUaGluZ3M=,Who directed Poor Things?,Yorgos Lanthimos,/name/nm0487166/?ref_=ttfaq
UG9vciBUaGluZ3M=,Who was the composer for Poor Things?,Jerskin Fendrix,/name/nm14930772/?ref_=ttfaq
UG9vciBUaGluZ3M=,Who was the producer of Poor Things?,"Emma Stone, Yorgos Lanthimos, Ed Guiney, and Andrew Lowe",/name/nm1297015/?ref_=ttfaq
UG9vciBUaGluZ3M=,Who was the executive producer of Poor Things?,Daniel Battsek and Ollie Madden,/name/nm2325520/?ref_=ttfaq
UG9vciBUaGluZ3M=,Who was the cinematographer for Poor Things?,Robbie Ryan,/name/nm0752811/?ref_=ttfaq
UG9vciBUaGluZ3M=,Who was the editor of Poor Things?,Yorgos Mavropsaridis,/name/nm0561430/?ref_=ttfaq
UG9vciBUaGluZ3M=,What is the plot of Poor Things?,"The incredible tale about the fantastical evolution of Bella Baxter, a young woman brought back to life by the brilliant and unorthodox scientist Dr. Godwin Baxter.",
UG9vciBUaGluZ3M=,What was the budget for Poor Things?,$35 million,
UG9vciBUaGluZ3M=,How much did Poor Things earn at the worldwide box office?,$109 million,
UG9vciBUaGluZ3M=,How much did Poor Things earn at the US box office?,$34.6 million,
UG9vciBUaGluZ3M=,What is Poor Things rated?,R,
UG9vciBUaGluZ3M=,What genre is Poor Things?,"Comedy, Comedy Drama, Drama, Romance, Romantic Comedy, and Sci-Fi",
UG9vciBUaGluZ3M=,How many awards has Poor Things won?,106 awards,
UG9vciBUaGluZ3M=,How many awards has Poor Things been nominated for?,511 nominations,
UG9vciBUaGluZ3M=,,,
UG9vciBUaGluZ3M=,,,
Um9hZCBIb3VzZQ==,How long is Road House?,1 hour and 54 minutes,
Um9hZCBIb3VzZQ==,When was Road House released?,"March 21, 2024",
Um9hZCBIb3VzZQ==,What is the IMDb rating of Road House?,6.3 out of 10,
Um9hZCBIb3VzZQ==,Who stars in Road House?,"Jake Gyllenhaal, Daniela Melchior, and Conor McGregor",/name/nm0350453/?ref_=ttfaq
Um9hZCBIb3VzZQ==,Who wrote Road House?,"R. Lance Hill, Anthony Bagarozzi, and Chuck Mondry",/name/nm0377792/?ref_=ttfaq
Um9hZCBIb3VzZQ==,Who directed Road House?,Doug Liman,/name/nm0510731/?ref_=ttfaq
Um9hZCBIb3VzZQ==,Who was the composer for Road House?,Christophe Beck,/name/nm0065100/?ref_=ttfaq
Um9hZCBIb3VzZQ==,Who was the producer of Road House?,Joel Silver,/name/nm0005428/?ref_=ttfaq
Um9hZCBIb3VzZQ==,Who was the executive producer of Road House?,"Aaron Auch, Alison Winter, and Jonathan Hook",/name/nm2035138/?ref_=ttfaq
Um9hZCBIb3VzZQ==,Who was the cinematographer for Road House?,Henry Braham,/name/nm0103956/?ref_=ttfaq
Um9hZCBIb3VzZQ==,Who was the editor of Road House?,Doc Crotzer,/name/nm1940917/?ref_=ttfaq
Um9hZCBIb3VzZQ==,What is the plot of Road House?,"Ex-UFC fighter Dalton takes a job as a bouncer at a Florida Keys roadhouse, only to discover that this paradise is not all it seems.",
Um9hZCBIb3VzZQ==,What is Road House rated?,R,
Um9hZCBIb3VzZQ==,What genre is Road House?,Action and Thriller,
Um9hZCBIb3VzZQ==,,,
Um9hZCBIb3VzZQ==,,,
VGhlIFdhdGNoZXJz,Sound mix,,
VGhlIFdhdGNoZXJz,Color,,
VGhlIFdhdGNoZXJz,Aspect ratio,,
VGhlIFdhdGNoZXJz,Camera,,
VGhlIFdhdGNoZXJz,Negative Format,,
VGhlIFdhdGNoZXJz,Cinematographic Process,,
VGhlIFdhdGNoZXJz,,,
VGhlIFdhdGNoZXJz,,,
RHVuZQ==,How long is Dune?,2 hours and 35 minutes,
RHVuZQ==,When was Dune released?,"October 22, 2021",
RHVuZQ==,What is the IMDb rating of Dune?,8 out of 10,
RHVuZQ==,Who stars in Dune?,"Timothée Chalamet, Rebecca Ferguson, and Zendaya",/name/nm3154303/?ref_=ttfaq
RHVuZQ==,Who wrote Dune?,"Denis Villeneuve, Eric Roth, and Jon Spaihts",/name/nm0898288/?ref_=ttfaq
RHVuZQ==,Who directed Dune?,Denis Villeneuve,/name/nm0898288/?ref_=ttfaq
RHVuZQ==,Who was the composer for Dune?,Hans Zimmer,/name/nm0001877/?ref_=ttfaq
RHVuZQ==,Who was the producer of Dune?,"Denis Villeneuve, Mary Parent, Cale Boyter, and Joseph M. Caracciolo Jr.",/name/nm0898288/?ref_=ttfaq
RHVuZQ==,Who was the executive producer of Dune?,"Brian Herbert, Thomas Tull, Tanya Lapointe, Jon Spaihts, John Harrison, Richard P. Rubinstein, Byron Merritt, Herb Gains, Joshua Grode, and Kim Herbert",/name/nm9526711/?ref_=ttfaq
RHVuZQ==,Who was the cinematographer for Dune?,Greig Fraser,/name/nm0292132/?ref_=ttfaq
RHVuZQ==,Who was the editor of Dune?,Joe Walker,/name/nm0907863/?ref_=ttfaq
RHVuZQ==,What is the plot of Dune?,A noble family becomes embroiled in a war for control over the galaxy's most valuable asset while its heir becomes troubled by visions of a dark future.,
RHVuZQ==,What was the budget for Dune?,$165 million,
RHVuZQ==,How much did Dune earn at the worldwide box office?,$434 million,
RHVuZQ==,How much did Dune earn at the US box office?,$109 million,
RHVuZQ==,What is Dune rated?,PG-13,
RHVuZQ==,What genre is Dune?,"Action, Adventure, Drama, and Sci-Fi",
RHVuZQ==,How many awards has Dune won?,173 awards,
RHVuZQ==,How many awards has Dune been nominated for?,467 nominations,
RHVuZQ==,,,
RHVuZQ==,,,
T3BwZW5oZWltZXI=,How long is Oppenheimer?,3 hours,
T3BwZW5oZWltZXI=,When was Oppenheimer released?,"July 21, 2023",
T3BwZW5oZWltZXI=,What is the IMDb rating of Oppenheimer?,8.4 out of 10,
T3BwZW5oZWltZXI=,Who stars in Oppenheimer?,"Cillian Murphy, Emily Blunt, and Matt Damon",/name/nm0614165/?ref_=ttfaq
T3BwZW5oZWltZXI=,Who wrote Oppenheimer?,"Christopher Nolan, Kai Bird, and Martin Sherwin",/name/nm0634240/?ref_=ttfaq
T3BwZW5oZWltZXI=,Who directed Oppenheimer?,Christopher Nolan,/name/nm0634240/?ref_=ttfaq
T3BwZW5oZWltZXI=,Who was the composer for Oppenheimer?,Ludwig Göransson,/name/nm3234869/?ref_=ttfaq
T3BwZW5oZWltZXI=,Who was the producer of Oppenheimer?,"Christopher Nolan, Emma Thomas, and Charles Roven",/name/nm0634240/?ref_=ttfaq
T3BwZW5oZWltZXI=,Who was the executive producer of Oppenheimer?,James Woods and Thomas Hayslip,/name/nm0000249/?ref_=ttfaq
T3BwZW5oZWltZXI=,Who was the cinematographer for Oppenheimer?,Hoyte Van Hoytema,/name/nm0887227/?ref_=ttfaq
T3BwZW5oZWltZXI=,Who was the editor of Oppenheimer?,Jennifer Lame,/name/nm2352780/?ref_=ttfaq
T3BwZW5oZWltZXI=,What is the plot of Oppenheimer?,The story of American scientist J. Robert Oppenheimer and his role in the development of the atomic bomb.,
T3BwZW5oZWltZXI=,What was the budget for Oppenheimer?,$100 million,
T3BwZW5oZWltZXI=,How much did Oppenheimer earn at the worldwide box office?,$959 million,
T3BwZW5oZWltZXI=,How much did Oppenheimer earn at the US box office?,$330 million,
T3BwZW5oZWltZXI=,What is Oppenheimer rated?,R,
T3BwZW5oZWltZXI=,What genre is Oppenheimer?,"Biographical, Drama, Historical Drama, and Historical",
T3BwZW5oZWltZXI=,How many awards has Oppenheimer won?,342 awards,
T3BwZW5oZWltZXI=,How many awards has Oppenheimer been nominated for?,696 nominations,
T3BwZW5oZWltZXI=,,,
T3BwZW5oZWltZXI=,,,
Qm95IEtpbGxzIFdvcmxk,How long is Boy Kills World?,1 hour and 55 minutes,
Qm95IEtpbGxzIFdvcmxk,When was Boy Kills World released?,"April 26, 2024",
Qm95IEtpbGxzIFdvcmxk,What is the IMDb rating of Boy Kills World?,6.2 out of 10,
Qm95IEtpbGxzIFdvcmxk,Who stars in Boy Kills World?,"Bill Skarsgård, Famke Janssen, and Jessica Rothe",/name/nm0803889/?ref_=ttfaq
Qm95IEtpbGxzIFdvcmxk,Who wrote Boy Kills World?,"Arend Remmers, Moritz Mohr, and Tyler Burton Smith",/name/nm5527640/?ref_=ttfaq
Qm95IEtpbGxzIFdvcmxk,Who directed Boy Kills World?,Moritz Mohr,/name/nm2079357/?ref_=ttfaq
Qm95IEtpbGxzIFdvcmxk,Who was the composer for Boy Kills World?,Ludvig Forssell,/name/nm5603882/?ref_=ttfaq
Qm95IEtpbGxzIFdvcmxk,Who was the producer of Boy Kills World?,"Sam Raimi, Roy Lee, Alex Lebovici, Dan Kagan, Simon Swart, and Stuart Manashil",/name/nm0000600/?ref_=ttfaq
Qm95IEtpbGxzIFdvcmxk,Who was the executive producer of Boy Kills World?,Christian Mercuri and Reza Brojerdi,/name/nm2351283/?ref_=ttfaq
Qm95IEtpbGxzIFdvcmxk,Who was the cinematographer for Boy Kills World?,Peter Matjasko,/name/nm2208479/?ref_=ttfaq
Qm95IEtpbGxzIFdvcmxk,Who was the editor of Boy Kills World?,Lucian Barnard,/name/nm5728010/?ref_=ttfaq
Qm95IEtpbGxzIFdvcmxk,What is the plot of Boy Kills World?,"A dystopian fever dream action film that follows Boy, a deaf person with a vibrant imagination. When his family is murdered, he is trained by a mysterious shaman to repress his childish imagination and become an instrument of death.",
Qm95IEtpbGxzIFdvcmxk,What was the budget for Boy Kills World?,25 million,
Qm95IEtpbGxzIFdvcmxk,What is Boy Kills World rated?,R,
Qm95IEtpbGxzIFdvcmxk,What genre is Boy Kills World?,Action and Thriller,
Qm95IEtpbGxzIFdvcmxk,,,
Qm95IEtpbGxzIFdvcmxk,,,
S2luZ2RvbSBvZiB0aGUgUGxhbmV0IG9mIHRoZSBBcGVz,Runtime,,
S2luZ2RvbSBvZiB0aGUgUGxhbmV0IG9mIHRoZSBBcGVz,Sound mix,,
S2luZ2RvbSBvZiB0aGUgUGxhbmV0IG9mIHRoZSBBcGVz,Color,,
S2luZ2RvbSBvZiB0aGUgUGxhbmV0IG9mIHRoZSBBcGVz,Aspect ratio,,
S2luZ2RvbSBvZiB0aGUgUGxhbmV0IG9mIHRoZSBBcGVz,Camera,,
S2luZ2RvbSBvZiB0aGUgUGxhbmV0IG9mIHRoZSBBcGVz,Negative Format,,
S2luZ2RvbSBvZiB0aGUgUGxhbmV0IG9mIHRoZSBBcGVz,Cinematographic Process,,
S2luZ2RvbSBvZiB0aGUgUGxhbmV0IG9mIHRoZSBBcGVz,Printed Film Format,,
S2luZ2RvbSBvZiB0aGUgUGxhbmV0IG9mIHRoZSBBcGVz,,,
S2luZ2RvbSBvZiB0aGUgUGxhbmV0IG9mIHRoZSBBcGVz,,,
VHJhbnNmb3JtZXJzIE9uZQ==,Sound mix,,
VHJhbnNmb3JtZXJzIE9uZQ==,Color,,
VHJhbnNmb3JtZXJzIE9uZQ==,Aspect ratio,,
VHJhbnNmb3JtZXJzIE9uZQ==,Printed Film Format,,
VHJhbnNmb3JtZXJzIE9uZQ==,,,
VHJhbnNmb3JtZXJzIE9uZQ==,,,
QXJ0aHVyIHRoZSBLaW5n,How long is Arthur the King?,1 hour and 30 minutes,
QXJ0aHVyIHRoZSBLaW5n,When was Arthur the King released?,"March 15, 2024",
QXJ0aHVyIHRoZSBLaW5n,What is the IMDb rating of Arthur the King?,6.9 out of 10,
QXJ0aHVyIHRoZSBLaW5n,Who stars in Arthur the King?,"Mark Wahlberg, Simu Liu, and Juliet Rylance",/name/nm0000242/?ref_=ttfaq
QXJ0aHVyIHRoZSBLaW5n,Who wrote Arthur the King?,Michael Brandt,/name/nm0104973/?ref_=ttfaq
QXJ0aHVyIHRoZSBLaW5n,Who directed Arthur the King?,Simon Cellan Jones,/name/nm0148116/?ref_=ttfaq
QXJ0aHVyIHRoZSBLaW5n,Who was the composer for Arthur the King?,Kevin Matley,/name/nm5702580/?ref_=ttfaq
QXJ0aHVyIHRoZSBLaW5n,Who was the producer of Arthur the King?,"Mark Wahlberg, Mark Canton, Courtney Solomon, Stephen Levinson, Tessa Tooley, and Tucker Tooley",/name/nm0000242/?ref_=ttfaq
QXJ0aHVyIHRoZSBLaW5n,Who was the executive producer of Arthur the King?,Michael Brandt and Dorothy Canton,/name/nm0104973/?ref_=ttfaq
QXJ0aHVyIHRoZSBLaW5n,Who was the cinematographer for Arthur the King?,Jacques Jouffret,/name/nm0431082/?ref_=ttfaq
QXJ0aHVyIHRoZSBLaW5n,Who was the editor of Arthur the King?,Gary Roach,/name/nm0730013/?ref_=ttfaq
QXJ0aHVyIHRoZSBLaW5n,What is the plot of Arthur the King?,An adventure racer adopts a stray dog named Arthur to join him in an epic endurance race.,
QXJ0aHVyIHRoZSBLaW5n,What was the budget for Arthur the King?,19 million,
QXJ0aHVyIHRoZSBLaW5n,How much did Arthur the King earn at the US box office?,$24.6 million,
QXJ0aHVyIHRoZSBLaW5n,What is Arthur the King rated?,PG-13,
QXJ0aHVyIHRoZSBLaW5n,What genre is Arthur the King?,Adventure,
QXJ0aHVyIHRoZSBLaW5n,How many awards has Arthur the King won?,1 award,
QXJ0aHVyIHRoZSBLaW5n,How many awards has Arthur the King been nominated for?,1 nomination,
QXJ0aHVyIHRoZSBLaW5n,,,
QXJ0aHVyIHRoZSBLaW5n,,,
VHJhcA==,Color,,
VHJhcA==,Aspect ratio,,
VHJhcA==,Negative Format,,
VHJhcA==,Cinematographic Process,,
VHJhcA==,,,
VHJhcA==,,,
R2hvc3RidXN0ZXJzOiBGcm96ZW4gRW1waXJl,How long is Ghostbusters: Frozen Empire?,2 hours and 5 minutes,
R2hvc3RidXN0ZXJzOiBGcm96ZW4gRW1waXJl,When was Ghostbusters: Frozen Empire released?,"March 22, 2024",
R2hvc3RidXN0ZXJzOiBGcm96ZW4gRW1waXJl,Who stars in Ghostbusters: Frozen Empire?,"Mckenna Grace, Annie Potts, and Carrie Coon",/name/nm5085683/?ref_=ttfaq
R2hvc3RidXN0ZXJzOiBGcm96ZW4gRW1waXJl,Who wrote Ghostbusters: Frozen Empire?,Jason Reitman and Gil Kenan,/name/nm0718646/?ref_=ttfaq
R2hvc3RidXN0ZXJzOiBGcm96ZW4gRW1waXJl,Who directed Ghostbusters: Frozen Empire?,Gil Kenan,/name/nm1481493/?ref_=ttfaq
R2hvc3RidXN0ZXJzOiBGcm96ZW4gRW1waXJl,Who was the composer for Ghostbusters: Frozen Empire?,Dario Marianelli,/name/nm0547050/?ref_=ttfaq
R2hvc3RidXN0ZXJzOiBGcm96ZW4gRW1waXJl,Who was the producer of Ghostbusters: Frozen Empire?,"Ivan Reitman, Jason Reitman, and Jason Blumenfeld",/name/nm0718645/?ref_=ttfaq
R2hvc3RidXN0ZXJzOiBGcm96ZW4gRW1waXJl,Who was the executive producer of Ghostbusters: Frozen Empire?,"Dan Aykroyd, Gil Kenan, Amie Karp, Eric Reich, Erica Mills, and JoAnn Perritano",/name/nm0000101/?ref_=ttfaq
R2hvc3RidXN0ZXJzOiBGcm96ZW4gRW1waXJl,Who was the cinematographer for Ghostbusters: Frozen Empire?,Eric Steelberg,/name/nm0824470/?ref_=ttfaq
R2hvc3RidXN0ZXJzOiBGcm96ZW4gRW1waXJl,Who was the editor of Ghostbusters: Frozen Empire?,Nathan Orloff and Shane Reid,/name/nm3287583/?ref_=ttfaq
R2hvc3RidXN0ZXJzOiBGcm96ZW4gRW1waXJl,What is the plot of Ghostbusters: Frozen Empire?,"When the discovery of an ancient artifact unleashes an evil force, Ghostbusters new and old must join forces to protect their home and save the world from a second ice age.",
R2hvc3RidXN0ZXJzOiBGcm96ZW4gRW1waXJl,What was the budget for Ghostbusters: Frozen Empire?,100 million,
R2hvc3RidXN0ZXJzOiBGcm96ZW4gRW1waXJl,How much did Ghostbusters: Frozen Empire earn at the worldwide box office?,"$7,520",
R2hvc3RidXN0ZXJzOiBGcm96ZW4gRW1waXJl,How much did Ghostbusters: Frozen Empire earn at the US box office?,$104 million,
R2hvc3RidXN0ZXJzOiBGcm96ZW4gRW1waXJl,What is Ghostbusters: Frozen Empire rated?,PG-13,
R2hvc3RidXN0ZXJzOiBGcm96ZW4gRW1waXJl,What genre is Ghostbusters: Frozen Empire?,"Adventure, Comedy, Fantasy, and Sci-Fi",
R2hvc3RidXN0ZXJzOiBGcm96ZW4gRW1waXJl,,,
R2hvc3RidXN0ZXJzOiBGcm96ZW4gRW1waXJl,,,
S3VuZyBGdSBQYW5kYSA0,How long is Kung Fu Panda 4?,1 hour and 34 minutes,
S3VuZyBGdSBQYW5kYSA0,When was Kung Fu Panda 4 released?,"March 8, 2024",
S3VuZyBGdSBQYW5kYSA0,What is the IMDb rating of Kung Fu Panda 4?,6.5 out of 10,
S3VuZyBGdSBQYW5kYSA0,Who stars in Kung Fu Panda 4?,"Jack Black, Awkwafina, and Viola Davis",/name/nm0085312/?ref_=ttfaq
S3VuZyBGdSBQYW5kYSA0,Who wrote Kung Fu Panda 4?,"David Lindsay-Abaire, Darren Lemke, Glenn Berger, Jonathan Aibel, and Lillian Yu",/name/nm1865755/?ref_=ttfaq
S3VuZyBGdSBQYW5kYSA0,Who directed Kung Fu Panda 4?,Mike Mitchell and Stephanie Stine,/name/nm0593610/?ref_=ttfaq
S3VuZyBGdSBQYW5kYSA0,Who was the composer for Kung Fu Panda 4?,Hans Zimmer and Steve Mazzaro,/name/nm0001877/?ref_=ttfaq
S3VuZyBGdSBQYW5kYSA0,Who was the producer of Kung Fu Panda 4?,Rebecca Huntley,/name/nm1909785/?ref_=ttfaq
S3VuZyBGdSBQYW5kYSA0,Who was the executive producer of Kung Fu Panda 4?,Mike Mitchell,/name/nm0593610/?ref_=ttfaq
S3VuZyBGdSBQYW5kYSA0,Who was the cinematographer for Kung Fu Panda 4?,Joshua Gunther,
S3VuZyBGdSBQYW5kYSA0,Who was the editor of Kung Fu Panda 4?,Christopher Knights,/name/nm0971017/?ref_=ttfaq
